,data,tau_x_score,prediction_time,buckets_per_rank,algo,sigma-factor
0,LR-AUTHORSHIP,0.8666666666666667,3.742400738429793,4.0,Chain-RFR-PI,0
1,LR-AUTHORSHIP,0.9246031746031744,3.726450460558916,4.0,Chain-RFR-PI,0
2,LR-AUTHORSHIP,0.9047619047619048,3.7205745042936607,4.0,Chain-RFR-PI,0
3,LR-AUTHORSHIP,0.9325396825396828,3.736777776775129,4.0,Chain-RFR-PI,0
4,LR-AUTHORSHIP,0.9047619047619048,3.724772384857916,4.0,Chain-RFR-PI,0
5,LR-AUTHORSHIP,0.9365079365079364,3.760688698230761,4.0,Chain-RFR-PI,0
6,LR-AUTHORSHIP,0.9166666666666666,3.73339283159432,4.0,Chain-RFR-PI,0
7,LR-AUTHORSHIP,0.9206349206349206,3.720464664662216,4.0,Chain-RFR-PI,0
8,LR-AUTHORSHIP,0.9325396825396828,3.730165584394362,4.0,Chain-RFR-PI,0
9,LR-AUTHORSHIP,0.9246031746031746,3.7188500924344248,4.0,Chain-RFR-PI,0
10,LR-AUTHORSHIP,0.9333333333333336,3.756240597991572,4.0,Chain-RFR-PI,0
11,LR-AUTHORSHIP,0.9365079365079364,3.722732392745916,4.0,Chain-RFR-PI,0
12,LR-AUTHORSHIP,0.896825396825397,3.733795511004973,4.0,Chain-RFR-PI,0
13,LR-AUTHORSHIP,0.9206349206349208,3.7309198408703454,4.0,Chain-RFR-PI,0
14,LR-AUTHORSHIP,0.9285714285714288,3.720841577250974,4.0,Chain-RFR-PI,0
15,LR-AUTHORSHIP,0.884920634920635,3.735057674922765,4.0,Chain-RFR-PI,0
16,LR-AUTHORSHIP,0.9246031746031744,3.714907148503289,4.0,Chain-RFR-PI,0
17,LR-AUTHORSHIP,0.9126984126984126,3.7114426976581423,4.0,Chain-RFR-PI,0
18,LR-AUTHORSHIP,0.9444444444444444,3.7024764000599,4.0,Chain-RFR-PI,0
19,LR-AUTHORSHIP,0.9444444444444444,3.707271860411644,4.0,Chain-RFR-PI,0
20,LR-AUTHORSHIP,0.9450980392156864,3.734913876517175,4.0,Chain-RFR-PI,0
21,LR-AUTHORSHIP,0.898809523809524,3.7028988433388608,3.988095238095238,Chain-RFR-PI,0
22,LR-AUTHORSHIP,0.9246031746031746,3.7168991237319937,4.0,Chain-RFR-PI,0
23,LR-AUTHORSHIP,0.9047619047619048,3.704463436045721,4.0,Chain-RFR-PI,0
24,LR-AUTHORSHIP,0.896825396825397,3.71571505648642,4.0,Chain-RFR-PI,0
25,LR-AUTHORSHIP,0.9523809523809526,3.73696635521381,4.0,Chain-RFR-PI,0
26,LR-AUTHORSHIP,0.9384920634920636,3.71034073974347,3.988095238095238,Chain-RFR-PI,0
27,LR-AUTHORSHIP,0.9047619047619048,3.715656106934636,4.0,Chain-RFR-PI,0
28,LR-AUTHORSHIP,0.9365079365079364,3.7183096178237234,4.0,Chain-RFR-PI,0
29,LR-AUTHORSHIP,0.8690476190476191,3.704672565018435,4.0,Chain-RFR-PI,0
30,LR-AUTHORSHIP,0.8980392156862746,3.7466188403680385,4.0,Chain-RFR-PI,0
31,LR-AUTHORSHIP,0.9365079365079364,3.707689015276304,4.0,Chain-RFR-PI,0
32,LR-AUTHORSHIP,0.9047619047619048,3.714151002046147,4.0,Chain-RFR-PI,0
33,LR-AUTHORSHIP,0.9166666666666666,3.713558505800064,4.0,Chain-RFR-PI,0
34,LR-AUTHORSHIP,0.9206349206349206,3.720177806234547,4.0,Chain-RFR-PI,0
35,LR-AUTHORSHIP,0.9365079365079364,3.7422321682386848,4.0,Chain-RFR-PI,0
36,LR-AUTHORSHIP,0.9246031746031746,3.70321341756039,4.0,Chain-RFR-PI,0
37,LR-AUTHORSHIP,0.9126984126984126,3.708669597308495,4.0,Chain-RFR-PI,0
38,LR-AUTHORSHIP,0.8908730158730158,3.711833902668613,3.988095238095238,Chain-RFR-PI,0
39,LR-AUTHORSHIP,0.9484126984126984,3.7293704145605457,4.0,Chain-RFR-PI,0
40,LR-AUTHORSHIP,0.9137254901960784,3.7154040266167736,3.976470588235294,Chain-RFR-PI,0
41,LR-AUTHORSHIP,0.9285714285714286,3.7183058745885416,4.0,Chain-RFR-PI,0
42,LR-AUTHORSHIP,0.9087301587301588,3.711585087533334,4.0,Chain-RFR-PI,0
43,LR-AUTHORSHIP,0.9325396825396828,3.7145819391958184,4.0,Chain-RFR-PI,0
44,LR-AUTHORSHIP,0.9087301587301588,3.742868190305363,4.0,Chain-RFR-PI,0
45,LR-AUTHORSHIP,0.9126984126984128,3.716480837432118,4.0,Chain-RFR-PI,0
46,LR-AUTHORSHIP,0.9444444444444444,3.715707868361021,4.0,Chain-RFR-PI,0
47,LR-AUTHORSHIP,0.896825396825397,3.710593452670316,4.0,Chain-RFR-PI,0
48,LR-AUTHORSHIP,0.896825396825397,3.711919349474094,4.0,Chain-RFR-PI,0
49,LR-AUTHORSHIP,0.9265873015873016,3.7451855092905153,3.988095238095238,Chain-RFR-PI,0
50,LR-GLASS,0.9272727272727272,2.5079864947803103,6.0,Chain-RFR-PI,0
51,LR-GLASS,0.8848484848484851,2.5161281354493292,6.0,Chain-RFR-PI,0
52,LR-GLASS,0.896969696969697,2.5146050648162683,6.0,Chain-RFR-PI,0
53,LR-GLASS,0.8666666666666668,2.551792915775246,6.0,Chain-RFR-PI,0
54,LR-GLASS,0.8857142857142858,2.508334234507087,6.0,Chain-RFR-PI,0
55,LR-GLASS,0.9047619047619048,2.514701814132194,6.0,Chain-RFR-PI,0
